avg_framerate,avg_frametime,max_frametime,min_frametime,stdev_frametime,entropy_framerate,AppMotionToPhotonLatency,label
79,12.688,31.936,4.86,13.93360963,20.02926085,0.0355806,0
78,12.81319,33.32,6.308,14.09784202,20.30505303,0.0355408,0
78,12.8229,32.476,6.516,13.53971274,20.32647591,0.035472,0
79,12.77793671,30.755,5.95,12.81329745,20.22731323,0.0354584,0
79,12.664,30.863,5.626,13.023333,19.97647655,0.0354852,0
80,12.49,30.57,5.149,13.08309292,19.59463893,0.0354049,0
79,12.659,30.906,5.157,13.24288497,19.96548338,0.0354678,0
79,12.8125,32.457,5.763,13.83336225,20.30353088,0.035392,0
80,12.54,30.868,4.193,13.64516775,19.70420908,0.0352927,0
64,15.7888,147.069,4.111,79.3807824,27.06910815,0.0352378,0
80,12.6475,30.909,5.935,12.92440014,19.94020374,0.0352238,0
79,12.672,31.114,5.82,13.08207236,19.99406818,0.0351099,0
79,12.79198,30.612,5.758,12.81113645,20.25827396,0.0350367,0
80,12.5345,30.082,4.808,12.95111729,19.69215029,0.0350213,0
79,12.6713,30.684,5.124,13.13222943,19.99252879,0.0349878,0
80,12.6497,30.684,5.538,12.96234013,19.94503934,0.0348783,0
80,12.5144,30.193,4.726,13.04964981,19.64809366,0.0347398,0
80,12.5,28.957,4.456,12.48891366,19.61654302,0.0346517,0
80,12.637,30.926,4.493,13.5370833,19.917128,0.0346603,0
79,12.65148,30.959,5.012,13.3340026,19.94895196,0.034595,0
78,12.82467,33.414,6.605,14.0316742,20.3303815,0.0345267,0
61,16.53563,134.279,8.205,70.50715573,28.82434799,0.0344427,0
78,12.93264,31.189,4.245,13.75226591,20.5689087,0.0345039,0
80,12.4945,32.254,4.437,14.3128534,19.60449515,0.0344469,0
80,12.499,28.982,5.233,12.16894302,19.61435239,0.0343301,0
80,12.353,29.568,1,14.38388831,19.29505542,0.0342671,0
80,12.49,29.646,4.716,12.7558373,19.59463893,0.0341817,0
79,12.7869,31.566,6.751,12.94134789,20.24707316,0.0340889,0
80,12.534,29.564,4.737,12.69641707,19.69105411,0.0339488,0
80,12.495,28.641,5.156,12.01457075,19.60559035,0.0338504,0
80,12.5044,31.091,4.464,13.65715234,19.6261824,0.033764,0
80,12.4959,29.869,5.031,12.74412008,19.60756174,0.0336679,0
80,12.5,30.031,4.743,12.95498587,19.61654302,0.0336886,0
80,12.5,29.34,4.865,12.52267577,19.61654302,0.0336501,0
81,12.49,29.296,3.982,12.88168141,19.59463893,0.04615,0
80,12.518,28.103,4.266,12.10502856,19.65598292,0.033782,0
77,13,30.032,6.315,12.22888887,20.71800434,0.0342584,0
81,12.47966,29.22,4.758,12.5050154,19.57199532,0.0313621,0
80,12.5,30.88,5.342,13.17352653,19.61654302,0.0341148,0
78,12.8248,30.055,5.99,12.4010652,20.33066836,0.0344688,0
80,12.508,30.098,5.041,12.86479329,19.63406988,0.0346393,0
79,12.662,29.804,5.5,12.48884051,19.97207913,0.0346302,0
78,12.81,30.568,6.427,12.50917752,20.29801603,0.0344605,0
79,12.7738,30.291,6.346,12.39308903,20.218195,0.0343946,0
79,12.67,30.49,5.315,12.94494142,19.98966998,0.0345375,0
80,12.526,29.901,5.455,12.57972298,19.67351693,0.0345867,0
80,12.5,29.207,5.546,12.16089968,19.61654302,0.034415,0
31,32.337,129.703,11.267,63.18117989,69.84442788,0.0343365,0
20,50.0445,66.359,34.482,15.93997828,121.6696547,0.0341526,0
47,21.4607,58.6,11.667,24.75867071,40.88588883,0.0341573,0
79,12.69,31.484,5.474,13.42761577,20.03366081,0.0340567,0
81,12.487,30.914,4.767,13.433902,19.58806867,0.0338699,0
80,12.51,30.424,4.96,13.07879449,19.63845209,0.0338406,0
80,12.646,29.789,4.889,12.74142521,19.93690687,0.0337738,0
80,12.51,28.962,4.511,12.46664688,19.63845209,0.0336588,0
80,12.51,28.736,4.163,12.49525119,19.63845209,0.0336475,0
80,12.63,31.196,4.317,13.76155857,19.90174719,0.033592,0
70,14.29,77.636,4.005,39.87484818,23.61390395,0.0335733,0
80,12.62,30.605,4.322,13.43573046,19.87977878,0.0335227,0
80,12.508,29.387,3.847,12.98848953,19.63406988,0.0334663,0
80,12.506,30.043,4.284,13.15721433,19.62968787,0.0334106,0
80,12.5,29.527,3.82,13.07740404,19.61654302,0.0333515,0
80,12.63,29.837,5.268,12.60896278,19.90174719,0.0332783,0
80,12.53,29.638,4.94,12.65097472,19.68228513,0.033274,0
80,12.5,29.144,4.54,12.5548208,19.61654302,0.0333259,0
80,12.506,28.926,4.263,12.55539073,19.62968787,0.0332902,0
80,12.538,28.96,4.239,12.58095999,19.69982389,0.0332754,0
79,12.72,29.41,4.672,12.61807598,20.09968378,0.0332356,0
80,12.508,30.06,4.512,13.06846729,19.63406988,0.0333893,0
71,14.446,96.203,4.587,50.29065252,23.96914585,0.0334186,0
75,13.3555,38.793,4.549,17.7823526,21.50843965,0.0333563,0
80,12.523,30.167,4.167,13.27361714,19.66694131,0.0333609,0
80,12.511,29.975,3.509,13.45657495,19.64064327,0.0333481,0
79,12.69,29.5,4.681,12.66690532,20.03366081,0.0333521,0
66,15.393,108.839,3.944,57.54157271,26.14771302,0.0332464,0
23,43.9965,80.205,6.437,36.88606181,103.4445617,0.0332015,0
62,16.247,56.623,4.244,27.44039913,28.14345643,0.0325252,0
80,12.514,29.416,4.35,12.78431888,19.64721711,0.0332291,0
80,12.49,29.184,4.807,12.46298689,19.59463893,0.0333076,0
80,12.517,30.259,4.846,13.03484672,19.6537914,0.0332755,0
77,13.5047,67.047,4.577,33.78604894,21.84193869,0.0332529,0
75,13.5,51.032,4.422,24.71016393,21.83141734,0.0333162,0
80,12.52,29.39,4.651,12.63946321,19.66036613,0.0332497,0
80,12.51,28.972,4.651,12.4115025,19.63845209,0.0331767,0
80,12.515,29.478,4.392,12.79996025,19.64940849,0.0331668,0
80,12.522,28.65,4.402,12.34242202,19.66474953,0.0331408,0
80,12.51,28.914,3.699,12.7966217,19.63845209,0.0331275,0
81,12.483,29.011,3.419,12.97614057,19.57930902,0.0331022,0
80,12.5,28.881,4.626,12.37364176,19.61654302,0.0330816,0
80,12.49,29.689,4.679,12.79529485,19.59463893,0.0330406,0
81,12.46,28.928,4.628,12.40312627,19.5289565,0.0329616,0
80,12.544,31.631,4.311,14.01474377,19.71298005,0.0330067,0
72,13.949,67.654,4.47,34.07417478,22.84108223,0.0331924,0
77,13.09,37.072,4.158,17.02081248,20.91754994,0.0332021,0
70,14.184,44.958,4.357,21.18195067,23.37312471,0.0331198,0
40,25.2724,42.603,9.171,16.71976576,50.71497039,0.0330197,0
52,19.3925,41.392,6.813,17.50204303,35.72462096,0.0330881,0
80,12.508,29.558,4.211,12.92293257,19.63406988,0.0330481,0
80,12.5,30.209,3.987,13.37705208,19.61654302,0.0330291,0
80,12.499,29.084,4.153,12.69036841,19.61435239,0.0329884,0
80,12.578,29.319,4.337,12.72972562,19.78756527,0.0330013,0
79,12.683,30.233,4.888,12.98161232,20.01826179,0.0330831,0
37,28.1489,110.826,5.532,55.42841249,58.37266913,0.0329687,0
25,41.883,63.499,23.465,20.03827727,97.19416855,0.0330004,0
61,17.147,75.708,4.278,38.0728398,30.27687031,0.0329981,0
70,14.4008,75.708,5.13,38.35312805,23.86610859,0.0329563,0
80,12.534,29.342,5.927,12.07216867,19.69105411,0.0329601,0
81,12.4536,30.942,4.943,13.38019711,19.51495005,0.0329501,0
80,12.548,29.772,4.603,12.86641469,19.72175182,0.0328845,0
80,12.5198,28.831,4.195,12.53189289,19.6599278,0.0328359,0
80,12.5168,20.084,3.861,8.117585011,19.6533531,0.0328599,0
81,12.4695,30.079,4.401,13.13110091,19.54975108,0.0329645,0
80,12.627,28.216,4.183,12.19223213,19.89515615,0.0329431,0
80,12.507,29.857,5.18,12.67321163,19.63187885,0.0330368,0
80,12.518,29.065,4.886,12.3603848,19.65598292,0.0329766,0
80,12.515,28.317,3.964,12.35510295,19.64940849,0.0329191,0
76,13.359,76.785,5.553,39.06786603,21.5162512,0.0329356,0
67,14.827,76.785,5.145,38.86906329,24.84113336,0.0328663,0
80,12.54,30.982,4.34,13.6451672,19.70420908,0.0328948,0
80,12.516,30.487,4.166,13.45036791,19.65159992,0.0328976,0
82,12.452,29.734,4.658,12.83367793,19.51144876,0.0328701,0
79,12.676,31.494,3.918,14.09051374,20.00286517,0.0328547,0
80,12.511,30.472,3.775,13.6115455,19.64064327,0.0328184,0
80,12.699,29.215,3.883,12.85956412,20.05346308,0.0327879,0
80,12.64,30.393,3.813,13.53748708,19.92372051,0.0328966,0
80,12.51,29.346,4.222,12.80206504,19.63845209,0.0328976,0
80,12.506,30.448,4.665,13.21715889,19.62968787,0.032871,0
81,12.5422,28.876,4.946,12.2279746,19.70903302,0.0328838,0
79,13.351,79.576,5.705,40.62252368,21.49839706,0.0329152,0
25,40.64,109.59,7.883,51.91569672,93.54890472,0.0328718,0
27,37.36111,76.097,9.713,33.34597081,84.04845366,0.0328086,0
32,31.536,58.096,12.326,22.98314817,67.62288061,0.0328189,0
80,12.509,30.583,4.92,13.18365128,19.63626096,0.0328363,0
79,12.664,31.417,5.002,13.59002991,19.97647655,0.0329165,0
80,12.649,31.849,4.747,13.93795781,19.94350071,0.0328478,0
80,12.51,30.191,4.866,12.98976598,19.63845209,0.0328567,0
79,12.666,32.061,4.277,14.25068421,19.98087416,0.0329232,0
80,12.5,29.143,4.979,12.36563643,19.61654302,0.0331405,0
80,12.499,30.462,4.064,13.48253808,19.61435239,0.0331001,0
79,12.651,35.545,4.35,16.15637058,19.94789685,0.0330271,0
79,12.654,35.577,5.299,15.79196651,19.95449143,0.0325752,0
64,15.7679,102.166,5.145,53.21427147,27.02029884,0.033144,0
80,12.5289,30.218,4.51,13.15363245,19.67987379,0.0331856,0
80,12.5,31.348,4.62,13.7339451,19.61654302,0.0332361,0
80,12.5,29.696,4.534,12.86005324,19.61654302,0.033179,0
79,12.655,33.4,4.991,14.6978638,19.95668972,0.0331333,0
81,12.4788,31.787,4.274,14.12498082,19.57011224,0.0330753,0
79,12.856,29.944,3.572,13.37706236,20.39953774,0.0330129,0
75,13.347,33.224,6.094,14.04598423,21.48947111,0.0331283,0
78,12.84,33.781,7.005,14.08028694,20.36421422,0.0331834,0
79,12.68,31.668,4.972,13.73944337,20.01166294,0.0331108,0
78,12.817,36.137,6.877,15.46638074,20.31345837,0.0331082,0
78,12.84,33.469,6.282,14.18741211,20.36421422,0.0330973,0
66,15.317,97.556,4.627,50.84835012,25.97150899,0.0330568,0
78,12.834,31.691,5.603,13.46883782,20.3509711,0.0330105,0
80,12.518,30.11,5.015,12.88107461,19.65598292,0.0330527,0
79,12.68,32.363,4.39,14.36798129,20.01166294,0.0331562,0
45,22.537,108.82,5.012,55.56974983,43.62164231,0.03313,0
46,21.766,45.419,4.758,20.42079575,41.65856813,0.0330357,0
77,13.122,34.0122,4.851,15.02878063,20.98859228,0.0330667,0
78,12.853,34.511,6.883,14.53740146,20.39291364,0.0330703,0
80,12.633,31.959,5.172,13.82452028,19.90833867,0.033256,0
78,12.823,32.916,6.241,13.89608457,20.32669656,0.0331912,0
78,12.826,32.701,5.555,14.05221443,20.33331631,0.0331611,0
78,12.833,31.695,5.577,13.48192929,20.34876408,0.0331515,0
79,12.66,32.919,5.581,14.18864315,19.96768191,0.033135,0
79,12.788,32.066,5.708,13.64130888,20.24949842,0.0330664,0
79,12.6798,29.478,5.102,12.47525519,20.01122304,0.03296,0
80,12.507,31.106,4.378,13.70151711,19.63187885,0.0329458,0
67,15.341,201.92,4.795,110.8912433,26.02712711,0.0330007,0
58,17.431,201.92,6.011,109.9597986,30.95624838,0.0330334,0
79,12.675,31.584,4.85,13.74462114,20.00066585,0.0329512,0
78,12.82,32.62,5.318,14.10507715,20.32007725,0.0329044,0
79,12.6599,30.875,5.312,13.16085402,19.96746206,0.0329468,0
79,12.676,33.324,4.994,14.65117702,20.00286517,0.0329168,0
80,12.499,30.859,4.47,13.52734121,19.61435239,0.0329518,0
80,12.498,31.617,5.171,13.6541325,19.61216181,0.032882,0
80,12.504,30.448,4.038,13.48547609,19.62530606,0.0329071,0
80,12.511,30.028,3.872,13.3267522,19.64064327,0.032806,0
79,12.6588,33.412,3.891,15.16057974,19.96504368,0.0330257,0
80,12.522,29.766,4.094,13.08585944,19.66474953,0.0329172,0
79,12.657,33.882,4.19,15.29599936,19.96108645,0.0328287,0
66,15.321,117.938,4.429,62.62743998,25.98077706,0.0328322,0
80,12.5069,29.924,4.765,12.88582987,19.63165975,0.0329322,0
35,29.324,108.706,8.476,52.88697686,61.55464922,0.0328039,0
20,72.129,35.262,35.262,21.28517237,191.7444367,0.0327929,0
23,43.8999,86.054,10.183,38.01360751,103.1574807,0.0328281,0
68,15.376,79.16,4.691,40.26619724,26.10827868,0.0327045,0
80,12.506,30.331,5.135,12.95441162,19.62968787,0.0326981,0
80,12.521,29.263,4.406,12.67555546,19.6625578,0.0326538,0
80,12.505,29.573,4.16,12.95361094,19.62749694,0.0324113,0
80,12.512,29.253,3.803,12.93451624,19.6428345,0.032596,0
80,12.5,29.112,3.926,12.80499002,19.61654302,0.0325936,0
79,12.763,31.738,7.296,12.82802971,20.19439333,0.0325724,0
79,12.812,32.359,6.407,13.51921804,20.30242789,0.0326001,0
80,12.542,30.088,4.398,13.12861348,19.70859447,0.0325079,0
80,12.518,29.049,4.468,12.53197259,19.65598292,0.0325182,0
79,12.662,32.688,4.532,14.49078967,19.97207913,0.0325601,0
79,12.768,31.069,5.958,12.98630703,20.20541192,0.0324937,0
68,14.968,103.003,4.433,54.12515181,25.16538802,0.0324516,0
79,12.7769,31.86,4.236,14.14329673,20.22502801,0.0324296,0
79,12.66,30.482,4.033,13.48825671,19.96768191,0.0323232,0
80,12.654,32.483,4.351,14.45417168,19.95449143,0.0324445,0
79,12.669,30.807,4.638,13.40584801,19.98747095,0.0324076,0
79,12.668,32.308,4.43,14.32234343,19.98527197,0.0323105,0
79,12.654,33.363,3.929,15.11813845,19.95449143,0.0323882,0
81,12.489,30.447,3.942,13.52809421,19.59244879,0.0323455,0
