avg_framerate,avg_frametime,max_frametime,min_frametime,stdev_frametime,entropy_framerate,AppMotionToPhotonLatency,label
37,27.29,106.37,6.89,52.54,130.2001396,0.0310796,0
64,15.78,135.99,4.85,72.76,62.79937656,0.0312774,0
78,12.86,31.39,5.94,13.16,47.3611328,0.0312596,0
79,12.68,31.23,4.62,13.64,46.44010795,0.0312253,0
80,12.51,30.27,4.47,13.2,45.58381106,0.031221,0
79,12.67,30.5,5.16,13.01,46.4350014,0.0312595,0
80,12.52,28.69,4.4,12.37,45.67031282,0.0314062,0
80,12.52,30.05,4.01,13.27,45.67031282,0.0314457,0
78,12.89,33.14,6.51,13.91,47.54064482,0.0311745,0
79,12.82,33.27,6.7,13.92,47.15614456,0.0314353,0
78,12.84,31.5,5.97,13.21,47.26374096,0.031479,0
78,12.83,30.58,4.96,13.13,47.22786999,0.0314517,0
80,12.53,31.27,5.13,13.47,45.7008508,0.0313693,0
62,16.29,160.06,5.5,86.29,65.60402559,0.0314616,0
80,12.64,30.5,5.62,12.83,46.25124141,0.0314773,0
80,12.54,31.16,4.75,13.57,45.73648369,0.0313989,0
80,12.53,29.67,4.4,12.9,45.6754022,0.031383,0
80,12.51,29.01,3.53,12.92,45.6194254,0.0314455,0
80,12.5,30.53,4.53,13.32,45.52785709,0.0314868,0
81,12.49,29.18,4.36,12.65,45.49734263,0.0314603,0
80,12.5,30.8,4.52,13.47,45.55837571,0.0314296,0
80,12.5,30.14,4.62,13.07,45.5685495,0.0313946,0
81,12.49,31.62,4.32,14.01,45.47700197,0.0313419,0
80,12.51,19.37,5.89,6.74,45.59309568,0.0313796,0
80,12.51,20,5.62,7.19,45.57872376,0.0314348,0
80,12.5,19.79,5.15,7.32,45.55157224,0.0314654,0
46,21.73,47.01,5.23,21.05,96.52220588,0.0555018,1
38,26.35,65.12,5.12,30.42,124.3772383,0.0689383,1
33,31.13,89.25,7.22,42.18,154.4376863,0.0936472,1
16,69.81,159.6,5.69,77.31,427.5963716,0.0998926,1
0,100001,100001,100001,100001,1660982.1,0.1253057,1
0,100001,100001,100001,100001,1660982.1,0.1040302,1
0,100001,100001,100001,100001,1660982.1,0.1074034,1
0,100001,100001,100001,100001,1660982.1,0.1040306,1
0,100001,100001,100001,100001,1660982.1,0.0877453,1
0,100001,100001,100001,100001,1660982.1,0.084774,1
7,1022.37,6904.6,4.67,3724.81,10221.31596,0.0981562,1
0,100001,100001,100001,100001,1660982.1,0.0909293,1
0,100001,100001,100001,100001,1660982.1,0.08364,1
0,100001,100001,100001,100001,1660982.1,0.0841457,1
0,100001,100001,100001,100001,1660982.1,0.087879,1
0,100001,100001,100001,100001,1660982.1,0.0902626,1
0,100001,100001,100001,100001,1660982.1,0.0932166,1
2,3624.67,6904.6,344.74,3279.93,42856.77123,0.1006896,1
20,50.08,344.74,7.09,183.8,282.7456482,0.0911431,1
31,38.53,203.35,9.58,104.52,202.9524515,0.1047433,1
0,100001,100001,100001,100001,1660982.1,0.0953891,1
10,156.58,773.39,24.91,399.59,1141.59533,0.0849842,1
0,100001,100001,100001,100001,1660982.1,0.1005622,1
0,100001,100001,100001,100001,1660982.1,0.1010145,1
2,1566.57,2359.74,773.39,793.18,16626.59978,0.0926294,1
0,100001,100001,100001,100001,1660982.1,0.1071175,1
0,100001,100001,100001,100001,1660982.1,0.0939449,1
2,1306.26,2359.74,248.77,1055.48,13521.39295,0.0867404,1
11,92.44,248.77,18.27,117.67,603.6982881,0.1006217,1
13,77.62,487.73,16.67,256.19,487.3183127,0.0915558,1
8,126.25,487.73,18.27,245.87,881.2763131,0.0786879,1
13,82.82,216.48,15.67,102.23,527.7448063,0.0976435,1
17,59.02,142.19,18.87,62.9,347.2078,0.0852057,1
16,77.94,328.21,19.86,163.85,489.8286286,0.0919528,1
0,100001,100001,100001,100001,1660982.1,0.1177228,1
0,100001,100001,100001,100001,1660982.1,0.1361372,1
0,100001,100001,100001,100001,1660982.1,0.1389801,1
0,100001,100001,100001,100001,1660982.1,0.1248567,1
3,1544.08,3849.7,328.21,1788.63,16355.72852,0.9846891,1
0,100001,100001,100001,100001,1660982.1,1.2223027,1
0,100001,100001,100001,100001,1660982.1,1.1878783,1
0,100001,100001,100001,100001,1660982.1,0.36407,1
0,100001,100001,100001,100001,1660982.1,0.1864093,1
2,2461.81,3849.7,1073.93,1387.89,27733.5678,0.2597685,1
2,584.44,1073.93,94.95,489.49,5371.493556,0.2857267,1
0,100001,100001,100001,100001,1660982.1,0.3992524,1
13,121.8,632.14,15.69,329.58,843.8503922,0.4534606,1
4,310.24,632.14,75.04,279.67,2567.960376,0.4878673,1
0,100001,100001,100001,100001,1660982.1,0.4898841,1
0,100001,100001,100001,100001,1660982.1,0.4609855,1
0,100001,100001,100001,100001,1660982.1,0.4400173,1
0,100001,100001,100001,100001,1660982.1,0.4323412,1
0,100001,100001,100001,100001,1660982.1,0.3987983,1
0,100001,100001,100001,100001,1660982.1,0.3470457,1
0,100001,100001,100001,100001,1660982.1,0.2945963,1
0,100001,100001,100001,100001,1660982.1,0.2412611,1
2,4415.74,8512.39,318.88,4096.75,53467.65294,0.2090938,1
0,100001,100001,100001,100001,1660982.1,0.18477,1
0,100001,100001,100001,100001,1660982.1,0.1951898,1
0,100001,100001,100001,100001,1660982.1,0.1918332,1
0,100001,100001,100001,100001,1660982.1,0.2471475,1
0,100001,100001,100001,100001,1660982.1,0.3108386,1
0,100001,100001,100001,100001,1660982.1,0.3260233,1
0,100001,100001,100001,100001,1660982.1,0.3018222,1
0,100001,100001,100001,100001,1660982.1,0.274398,1
0,100001,100001,100001,100001,1660982.1,0.2783246,1
0,100001,100001,100001,100001,1660982.1,0.2758474,1
2,5420.24,8512.39,2328.08,3092.15,67233.35208,0.2845391,1
0,100001,100001,100001,100001,1660982.1,0.2241707,1
0,100001,100001,100001,100001,1660982.1,0.2571703,1
2,1417.26,2328.08,506.44,910.82,14837.13725,0.3222837,1
5,210.98,506.44,70.11,222.68,1628.950327,0.3450682,1
2,509.18,790.86,227.49,281.68,4578.521086,0.3265429,1
0,100001,100001,100001,100001,1660982.1,0.3226012,1
0,100001,100001,100001,100001,1660982.1,0.3276585,1
0,100001,100001,100001,100001,1660982.1,0.3427218,1
2,1993.13,3195.39,790.86,1202.27,21846.30215,0.3145924,1
0,100001,100001,100001,100001,1660982.1,0.2856664,1
0,100001,100001,100001,100001,1660982.1,0.2666488,1
0,100001,100001,100001,100001,1660982.1,0.3077668,1
2,2209.32,3195.39,1223.24,986.08,24544.13997,0.2933088,1
2,651.49,1223.24,79.74,571.75,6089.867419,0.3221141,1
